,ts,id,Gx,Gy,Gz,Ax,Ay,Az
0,61375,IMU1,34,14,18,939,3,-479
1,61375,IMU2,18,41,11,943,-5,-461
2,61385,IMU0,6,13,32,927,1,-460
3,61385,IMU1,41,-13,39,910,20,-450
4,61385,IMU2,15,4,32,894,-1,-449
5,61395,IMU0,-23,2,30,935,3,-498
6,61395,IMU1,19,-14,31,923,1,-516
7,61395,IMU2,2,15,18,919,-43,-519
8,61405,IMU0,-8,15,30,928,-68,-461
9,61405,IMU1,31,-6,36,919,-49,-460
10,61405,IMU2,5,18,30,910,-67,-465
11,61415,IMU0,-36,5,36,922,-25,-500
12,61415,IMU1,5,-9,36,914,2,-497
13,61415,IMU2,-16,21,20,890,-31,-500
14,61425,IMU0,-23,8,20,914,-56,-472
15,61425,IMU1,16,-17,24,908,-39,-460
16,61425,IMU2,-11,0,17,910,-58,-450
17,61435,IMU0,-93,35,41,1029,-100,-522
18,61435,IMU1,-54,19,47,1022,-89,-510
19,61435,IMU2,-75,52,44,1028,-102,-514
20,61445,IMU0,-176,13,114,1159,-100,-588
21,61445,IMU1,-136,-11,116,1155,-84,-578
22,61445,IMU2,-161,20,107,1165,-94,-558
23,61455,IMU0,-256,-45,159,1252,-47,-564
24,61455,IMU1,-211,-76,164,1247,-46,-586
25,61455,IMU2,-232,-57,161,1247,-50,-558
26,61465,IMU0,-327,-76,196,1304,-71,-629
27,61465,IMU1,-284,-104,195,1286,-40,-627
28,61465,IMU2,-310,-81,182,1280,-74,-613
29,61475,IMU0,-315,-105,204,1377,-46,-682
30,61475,IMU1,-266,-132,208,1375,-16,-674
31,61475,IMU2,-292,-101,195,1368,-49,-672
32,61485,IMU0,-311,-87,247,1601,6,-817
33,61485,IMU1,-269,-121,243,1588,26,-841
34,61485,IMU2,-299,-106,223,1566,4,-820
35,61495,IMU0,-326,-6,201,1837,3,-880
36,61495,IMU1,-279,-33,206,1828,0,-902
37,61495,IMU2,-304,-4,192,1837,-8,-899
38,61505,IMU0,-332,0,242,1948,-44,-1043
39,61505,IMU1,-291,-23,245,1923,9,-1007
40,61505,IMU2,-317,10,238,1925,-41,-1006
41,61515,IMU0,-349,82,258,2018,74,-1037
42,61515,IMU1,-309,63,260,2013,106,-996
43,61515,IMU2,-331,88,249,2008,74,-1010
44,61525,IMU0,-303,215,339,2263,4,-1087
45,61525,IMU1,-259,195,342,2245,52,-1068
46,61525,IMU2,-284,222,331,2248,10,-1057
47,61535,IMU0,-279,184,314,2645,-55,-1203
48,61535,IMU1,-232,158,314,2620,-57,-1184
49,61535,IMU2,-257,188,305,2620,-75,-1205
50,61545,IMU0,-324,58,186,2935,-53,-1324
51,61545,IMU1,-277,34,186,2886,-37,-1297
52,61545,IMU2,-301,60,176,2901,-67,-1307
53,61555,IMU0,-336,4,218,3071,20,-1467
54,61555,IMU1,-287,-25,222,3041,41,-1463
55,61555,IMU2,-313,5,210,3064,2,-1441
56,61565,IMU0,-249,44,368,3260,-14,-1652
57,61565,IMU1,-208,21,357,3224,10,-1622
58,61565,IMU2,-228,46,345,3244,-28,-1619
59,61575,IMU0,-209,94,345,3462,-149,-1682
60,61575,IMU1,-165,74,356,3428,-92,-1665
61,61575,IMU2,-187,103,346,3416,-144,-1642
62,61585,IMU0,-288,125,193,3668,-59,-1800
63,61585,IMU1,-245,90,197,3636,23,-1825
64,61585,IMU2,-272,119,188,3646,-25,-1816
65,61595,IMU0,-242,155,196,3671,-120,-1809
66,61595,IMU1,-198,123,201,3612,-79,-1815
67,61595,IMU2,-222,154,192,3616,-127,-1801
68,61605,IMU0,-285,147,146,3731,-74,-1847
69,61605,IMU1,-229,120,147,3692,-14,-1817
70,61605,IMU2,-270,149,139,3704,-63,-1798
71,61615,IMU0,-316,143,157,3713,-56,-1849
72,61615,IMU1,-272,119,154,3672,-22,-1856
73,61615,IMU2,-299,152,144,3684,-73,-1834
74,61625,IMU0,-285,108,171,3819,-72,-1929
75,61625,IMU1,-239,80,173,3796,-6,-1898
76,61625,IMU2,-264,112,163,3806,-60,-1893
77,61635,IMU0,-260,59,121,3838,-56,-1929
78,61635,IMU1,-219,42,124,3770,-11,-1906
79,61635,IMU2,-246,71,113,3781,-62,-1900
80,61645,IMU0,-221,91,108,3863,-26,-1993
81,61645,IMU1,-180,64,106,3833,50,-2024
82,61645,IMU2,-209,93,98,3855,-3,-2011
83,61655,IMU0,-154,74,142,4081,-23,-2092
84,61655,IMU1,-116,55,142,4032,38,-2058
85,61655,IMU2,-144,82,134,4050,-13,-2066
86,61665,IMU0,-96,-10,151,4277,-31,-2136
87,61665,IMU1,-54,-24,157,4202,10,-2113
88,61665,IMU2,-79,0,147,4212,-45,-2103
89,61675,IMU0,-62,-78,98,4386,-34,-2192
90,61675,IMU1,-17,-96,101,4319,4,-2191
91,61675,IMU2,-44,-70,91,4332,-46,-2193
92,61685,IMU0,-28,-118,45,4471,-95,-2264
93,61685,IMU1,21,-138,51,4421,-46,-2273
94,61685,IMU2,-4,-111,40,4421,-107,-2255
95,61695,IMU0,-39,-111,-42,4488,-156,-2306
96,61695,IMU1,2,-134,-36,4470,-86,-2326
97,61695,IMU2,-9,-99,-48,4465,-148,-2316
98,61705,IMU0,-43,-79,-87,4454,-99,-2349
99,61705,IMU1,-7,-96,-83,4444,-34,-2350
100,61705,IMU2,-17,-79,-96,4455,-93,-2348
101,61715,IMU0,-15,-33,-33,4459,-114,-2358
102,61715,IMU1,25,-50,-29,4453,-56,-2335
103,61715,IMU2,13,-24,-40,4460,-111,-2340
104,61725,IMU0,-3,29,-2,4449,-124,-2348
