,ts,id,Ax,Ay,Az,Gx,Gy,Gz
0,3513211,IMU0,-51,-1451,-75,-2,-13,-3
1,3513211,IMU1,-48,-1455,-37,-9,-26,9
2,3513221,IMU0,-41,-1502,-72,2,-20,-1
3,3513221,IMU1,-35,-1510,-38,-9,-34,10
4,3513231,IMU0,-49,-1553,-82,3,-23,-9
5,3513231,IMU1,-44,-1561,-51,-6,-32,3
6,3513241,IMU0,-61,-1616,-64,9,-23,-5
7,3513241,IMU1,-53,-1623,-27,-7,-30,7
8,3513251,IMU0,-13,-1683,-71,6,-9,-6
9,3513251,IMU1,-9,-1690,-42,-7,-22,6
10,3513261,IMU0,-60,-1758,-56,4,-1,-4
11,3513261,IMU1,-54,-1766,-27,-10,-9,8
12,3513271,IMU0,-11,-1825,-104,-1,5,5
13,3513271,IMU1,-7,-1833,-68,-11,1,16
14,3513281,IMU0,-35,-1915,-94,0,10,1
15,3513281,IMU1,-32,-1924,-54,-14,7,14
16,3513291,IMU0,-35,-2005,-81,2,22,5
17,3513291,IMU1,-35,-2014,-42,-9,23,19
18,3513301,IMU0,-48,-2089,-62,1,38,8
19,3513301,IMU1,-46,-2098,-30,-10,37,20
20,3513311,IMU0,-28,-2192,-100,2,44,8
21,3513311,IMU1,-26,-2204,-63,-9,41,22
22,3513321,IMU0,-21,-2294,-85,2,36,4
23,3513321,IMU1,-18,-2305,-47,-3,36,17
24,3513331,IMU0,-30,-2384,-102,6,19,3
25,3513331,IMU1,-26,-2396,-69,-2,16,16
26,3513341,IMU0,-36,-2493,-102,4,2,-4
27,3513341,IMU1,-36,-2508,-54,-4,-1,9
28,3513351,IMU0,-58,-2597,-75,6,4,0
29,3513351,IMU1,-54,-2606,-37,0,-5,12
30,3513361,IMU0,-18,-2692,-106,2,6,-3
31,3513361,IMU1,-13,-2700,-72,-1,-4,8
32,3513371,IMU0,-58,-2781,-124,3,11,-3
33,3513371,IMU1,-55,-2792,-83,-4,1,11
34,3513381,IMU0,-33,-2864,-51,-2,13,-1
35,3513381,IMU1,-31,-2872,-24,-7,6,10
36,3513391,IMU0,-98,-2952,-133,-2,28,1
37,3513391,IMU1,-95,-2961,-97,-9,19,15
38,3513401,IMU0,15,-3051,-76,-1,33,7
39,3513401,IMU1,18,-3065,-35,-9,27,18
40,3513411,IMU0,-6,-3143,-103,0,20,-3
41,3513411,IMU1,-3,-3154,-73,-8,13,10
42,3513421,IMU0,34,-3238,-97,5,9,-5
43,3513421,IMU1,28,-3249,-60,-8,1,5
44,3513431,IMU0,-65,-3341,-70,5,12,-10
45,3513431,IMU1,-66,-3351,-34,-10,3,1
46,3513441,IMU0,17,-3440,-59,10,22,-2
47,3513441,IMU1,19,-3454,-33,-4,12,10
48,3513451,IMU0,40,-3520,-157,7,35,-8
49,3513451,IMU1,35,-3526,-105,-6,27,3
50,3513461,IMU0,6,-3618,-60,2,36,-9
51,3513461,IMU1,2,-3629,-22,-13,31,2
52,3513471,IMU0,16,-3703,-147,0,43,6
53,3513471,IMU1,21,-3711,-105,-12,36,16
54,3513481,IMU0,39,-3795,-99,-1,53,-2
55,3513481,IMU1,39,-3807,-66,-15,44,9
56,3513491,IMU0,-49,-3898,-42,1,64,4
57,3513491,IMU1,-49,-3902,-7,-14,54,14
58,3513501,IMU0,1,-3983,-134,2,58,19
59,3513501,IMU1,-6,-3988,-89,-10,53,30
60,3513511,IMU0,97,-4067,-176,-4,46,8
61,3513511,IMU1,97,-4073,-134,-10,44,22
62,3513521,IMU0,-40,-4147,-81,-3,28,1
63,3513521,IMU1,-34,-4156,-51,-14,21,14
64,3513531,IMU0,37,-4217,-121,1,21,12
65,3513531,IMU1,31,-4209,-78,-12,12,24
66,3513541,IMU0,49,-4272,-134,0,38,-5
67,3513541,IMU1,46,-4284,-95,-12,32,6
68,3513551,IMU0,3,-4339,-73,6,32,0
69,3513551,IMU1,2,-4349,-48,-9,28,11
70,3513561,IMU0,-31,-4417,-117,11,21,-4
71,3513561,IMU1,-33,-4421,-71,-1,8,7
72,3513571,IMU0,80,-4471,-176,6,39,3
73,3513571,IMU1,74,-4478,-146,-3,28,13
74,3513581,IMU0,8,-4545,-49,14,34,-11
75,3513581,IMU1,9,-4550,-9,-6,28,0
76,3513591,IMU0,74,-4606,-133,4,27,7
77,3513591,IMU1,68,-4622,-92,-6,18,17
78,3513601,IMU0,108,-4713,-92,8,20,-7
79,3513601,IMU1,107,-4708,-60,-7,18,5
80,3513611,IMU0,139,-4863,-45,-3,9,1
81,3513611,IMU1,141,-4873,10,-9,9,14
82,3513621,IMU0,-145,-4984,-205,6,-54,14
83,3513621,IMU1,-137,-4984,-159,-5,-57,24
84,3513631,IMU0,147,-5090,-7,1,-78,22
85,3513631,IMU1,146,-5085,33,-8,-85,37
86,3513641,IMU0,51,-5179,-117,8,-105,25
87,3513641,IMU1,55,-5214,-80,-2,-112,36
88,3513651,IMU0,220,-5212,-216,12,-222,-7
89,3513651,IMU1,231,-5215,-211,0,-226,11
90,3513661,IMU0,-148,-5241,50,7,-214,-2
91,3513661,IMU1,-146,-5267,88,-6,-214,7
92,3513671,IMU0,341,-5305,-149,21,-147,42
93,3513671,IMU1,307,-5318,-107,3,-155,56
94,3513681,IMU0,-249,-5332,-235,6,-194,-42
95,3513681,IMU1,-229,-5334,-212,-4,-204,-33
96,3513691,IMU0,-18,-5391,-40,18,-289,40
97,3513691,IMU1,-28,-5398,2,5,-297,52
98,3513701,IMU0,268,-5394,-97,8,-261,-19
