,ts,id,Gx,Gy,Gz,Ax,Ay,Az
0,376772,IMU0,-5,-1,-7,1,-1019,-67
1,376772,IMU1,23,-20,-2,12,-1013,-73
2,376772,IMU2,8,11,-8,9,-1025,-28
3,376782,IMU0,-5,-3,-7,-1,-1021,-67
4,376782,IMU1,23,-22,-1,10,-1012,-72
5,376782,IMU2,8,10,-7,7,-1025,-26
6,376792,IMU0,-6,-3,-7,-3,-1022,-64
7,376792,IMU1,24,-21,-2,8,-1012,-68
8,376792,IMU2,9,9,-7,5,-1025,-24
9,376802,IMU0,-5,-1,-6,-5,-1021,-63
10,376802,IMU1,24,-19,-1,6,-1013,-70
11,376802,IMU2,9,10,-7,3,-1026,-24
12,376812,IMU0,-4,0,-6,-6,-1021,-62
13,376812,IMU1,24,-18,-2,4,-1015,-69
14,376812,IMU2,9,12,-6,1,-1027,-25
15,376822,IMU0,-4,0,-6,-6,-1022,-62
16,376822,IMU1,25,-17,-2,4,-1015,-69
17,376822,IMU2,9,12,-7,0,-1027,-24
18,376832,IMU0,-4,-1,-8,-9,-1021,-59
19,376832,IMU1,24,-17,-2,3,-1015,-67
20,376832,IMU2,8,11,-8,-1,-1028,-22
21,376842,IMU0,-5,0,-8,-5,-1023,-55
22,376842,IMU1,24,-19,-3,5,-1016,-61
23,376842,IMU2,8,11,-9,3,-1030,-17
24,376852,IMU0,-4,2,-8,-3,-1022,-51
25,376852,IMU1,24,-18,-3,9,-1015,-58
26,376852,IMU2,9,13,-9,4,-1026,-17
27,376862,IMU0,-5,4,-8,-1,-1020,-53
28,376862,IMU1,23,-15,-3,6,-1013,-62
29,376862,IMU2,8,15,-9,6,-1026,-19
30,376872,IMU0,-6,6,-8,-2,-1021,-47
31,376872,IMU1,22,-13,-3,14,-1012,-57
32,376872,IMU2,7,17,-9,8,-1025,-12
33,376882,IMU0,-8,2,-7,7,-1019,-52
34,376882,IMU1,21,-17,-3,18,-1011,-58
35,376882,IMU2,5,15,-8,16,-1022,-16
36,376892,IMU0,-8,-3,-7,4,-1019,-50
37,376892,IMU1,19,-22,-2,16,-1011,-56
38,376892,IMU2,5,9,-7,13,-1023,-11
39,376902,IMU0,-10,-6,-7,6,-1021,-51
40,376902,IMU1,18,-24,-1,20,-1011,-57
41,376902,IMU2,4,7,-7,17,-1024,-15
42,376912,IMU0,-10,-6,-6,6,-1019,-55
43,376912,IMU1,18,-24,0,18,-1012,-64
44,376912,IMU2,4,7,-6,16,-1024,-21
45,376922,IMU0,-11,-3,-5,5,-1024,-56
46,376922,IMU1,18,-21,1,17,-1014,-62
47,376922,IMU2,3,11,-5,14,-1028,-16
48,376932,IMU0,-10,-2,-4,7,-1026,-61
49,376932,IMU1,18,-20,1,20,-1018,-70
50,376932,IMU2,3,11,-4,16,-1031,-25
