,ts,id,Gx,Gy,Gz,Ax,Ay,Az
0,193469,IMU0,245,-8,-95,-5,-1019,-34
1,193469,IMU1,18,10,-1,24,-1027,69
2,193479,IMU0,246,-10,-102,3,-1018,-34
3,193479,IMU1,18,10,-1,25,-1026,69
4,193489,IMU0,244,-15,-102,-23,-1020,-43
5,193489,IMU1,18,10,-1,24,-1026,69
6,193499,IMU0,250,-11,-104,-8,-1026,-36
7,193499,IMU1,17,11,-2,24,-1027,69
8,193509,IMU0,247,-15,-99,8,-1021,-32
9,193509,IMU1,17,10,-2,24,-1026,69
10,193519,IMU0,247,-13,-103,25,-1030,-1
11,193519,IMU1,19,11,-3,24,-1026,69
12,193529,IMU0,241,-11,-104,38,-1026,-9
13,193529,IMU1,20,11,-3,25,-1025,69
14,193539,IMU0,245,-7,-104,17,-1016,-9
15,193539,IMU1,20,10,-3,25,-1027,67
16,193549,IMU0,241,-9,-100,13,-1024,-13
17,193549,IMU1,18,11,-3,24,-1026,69
18,193559,IMU0,244,-13,-103,14,-1018,-7
19,193559,IMU1,20,12,-2,24,-1026,69
20,193569,IMU0,245,-14,-108,10,-1010,-10
21,193569,IMU1,20,11,-2,23,-1026,69
22,193579,IMU0,249,-6,-110,-5,-1012,-26
23,193579,IMU1,19,11,-2,23,-1027,67
24,193589,IMU0,248,-9,-110,12,-1018,-19
25,193589,IMU1,19,11,-2,23,-1026,66
26,193599,IMU0,241,-9,-105,22,-1023,-35
27,193599,IMU1,19,11,-2,23,-1026,67
28,193609,IMU0,247,-12,-104,18,-1013,-28
29,193609,IMU1,18,11,-2,23,-1026,66
30,193619,IMU0,244,-15,-106,1,-1002,-17
31,193619,IMU1,18,11,-2,25,-1026,67
32,193629,IMU0,242,-16,-104,22,-1016,-23
33,193629,IMU1,18,11,-2,25,-1028,69
34,193639,IMU0,239,-16,-104,33,-1017,-22
35,193639,IMU1,18,10,-3,25,-1027,70
36,193649,IMU0,244,-15,-106,13,-1023,-12
37,193649,IMU1,20,11,-3,23,-1023,68
38,193659,IMU0,243,-12,-105,21,-1020,0
39,193659,IMU1,19,12,-2,21,-1022,69
40,193669,IMU0,250,-13,-106,37,-1019,-18
41,193669,IMU1,20,12,-2,23,-1027,68
42,193679,IMU0,256,-10,-104,18,-1015,-14
43,193679,IMU1,20,12,-3,26,-1030,66
44,193689,IMU0,247,-8,-107,18,-1041,-3
45,193689,IMU1,18,11,-2,23,-1050,69
46,193699,IMU0,240,-19,-108,-78,-1555,68
47,193699,IMU1,15,1,-6,-67,-1622,115
48,193709,IMU0,293,-85,-85,2,-5173,137
49,193709,IMU1,74,-73,12,22,-5329,71
50,193719,IMU0,229,-177,-56,106,-9387,199
51,193719,IMU1,20,-148,47,125,-9717,85
52,193729,IMU0,253,-204,-121,-293,-11730,223
53,193729,IMU1,2,-186,-20,-252,-11907,-91
54,193739,IMU0,188,-368,-192,-361,-12143,263
55,193739,IMU1,-83,-370,-95,-384,-12387,-1
56,193749,IMU0,181,-402,-166,-60,-12053,177
57,193749,IMU1,-110,-435,-70,-64,-12313,-81
58,193759,IMU0,147,-362,-135,-126,-11708,285
59,193759,IMU1,-114,-353,-49,-158,-11956,98
60,193769,IMU0,224,-327,-168,-183,-11170,274
61,193769,IMU1,-8,-332,-70,-195,-11480,72
62,193779,IMU0,216,-349,-169,-130,-10266,115
63,193779,IMU1,59,-309,-63,-133,-10499,10
64,193789,IMU0,149,-410,-164,-78,-10021,281
65,193789,IMU1,16,-402,-56,-132,-10211,83
66,193799,IMU0,277,-499,-162,-160,-10583,146
67,193799,IMU1,103,-512,-60,-159,-10698,-28
68,193809,IMU0,278,-564,-165,-42,-10832,68
69,193809,IMU1,80,-578,-67,-89,-10899,-95
70,193819,IMU0,200,-659,-160,-111,-10942,202
71,193819,IMU1,-23,-660,-66,-160,-11038,-54
72,193829,IMU0,270,-720,-177,-54,-11031,146
73,193829,IMU1,36,-733,-89,-83,-11094,-104
74,193839,IMU0,256,-773,-176,-20,-11063,150
75,193839,IMU1,31,-791,-92,-77,-11110,-157
76,193849,IMU0,248,-835,-176,-74,-11100,177
77,193849,IMU1,21,-843,-98,-144,-11146,-66
78,193859,IMU0,244,-878,-181,-47,-11080,229
79,193859,IMU1,16,-877,-98,-116,-11119,23
80,193869,IMU0,287,-827,-182,-57,-11064,294
81,193869,IMU1,64,-830,-98,-97,-11088,59
82,193879,IMU0,326,-825,-179,-65,-11053,131
83,193879,IMU1,100,-832,-100,-94,-11091,-104
84,193889,IMU0,311,-811,-182,-44,-11022,262
85,193889,IMU1,82,-816,-108,-75,-11052,35
86,193899,IMU0,365,-764,-196,-46,-10976,262
87,193899,IMU1,141,-770,-123,-102,-11017,22
88,193909,IMU0,390,-766,-206,-53,-10958,202
89,193909,IMU1,160,-764,-131,-99,-10983,-32
90,193919,IMU0,404,-759,-218,-42,-10894,299
91,193919,IMU1,178,-754,-138,-82,-10916,38
92,193929,IMU0,433,-749,-229,-54,-10860,219
93,193929,IMU1,218,-739,-147,-102,-10868,-19
94,193939,IMU0,439,-752,-236,-54,-10806,245
95,193939,IMU1,226,-739,-153,-93,-10820,22
96,193949,IMU0,475,-722,-246,-64,-10776,249
97,193949,IMU1,267,-713,-165,-106,-10804,5
98,193959,IMU0,486,-711,-260,-26,-10751,214
99,193959,IMU1,282,-702,-176,-87,-10764,-7
100,193969,IMU0,510,-694,-269,-33,-10710,203
101,193969,IMU1,307,-685,-184,-74,-10717,5
102,193979,IMU0,535,-679,-277,-53,-10652,172
103,193979,IMU1,330,-668,-192,-84,-10680,-31
104,193989,IMU0,551,-659,-289,-38,-10595,200
105,193989,IMU1,350,-650,-200,-83,-10622,-14
106,193999,IMU0,577,-637,-299,-54,-10537,167
107,193999,IMU1,382,-624,-210,-99,-10560,-26
108,194009,IMU0,598,-618,-305,-51,-10486,169
109,194009,IMU1,400,-607,-218,-90,-10502,-36
110,194019,IMU0,625,-602,-310,-44,-10402,174
111,194019,IMU1,422,-588,-226,-94,-10430,-33
112,194029,IMU0,642,-582,-314,-45,-10342,171
113,194029,IMU1,439,-571,-232,-93,-10355,-54
