,ts,id,Ax,Ay,Az,Gx,Gy,Gz
0,592095,IMU0,-10,1003,-122,18,-25,-4
1,592105,IMU0,-10,999,-129,19,-19,-4
2,592115,IMU0,10,1012,-139,19,-30,-4
3,592125,IMU0,22,1003,-132,17,-30,-3
4,592135,IMU0,-26,1026,-118,16,-4,-3
5,592145,IMU0,128,980,-155,20,135,-3
6,592155,IMU0,-6,1004,-142,15,173,-1
7,592165,IMU0,15,1036,-101,17,186,-7
8,592175,IMU0,32,958,-82,18,111,-9
9,592185,IMU0,36,951,-77,19,22,-12
10,592195,IMU0,-35,980,-203,13,-2,-5
11,592205,IMU0,-78,1008,-65,18,5,-3
12,592215,IMU0,85,1034,-110,18,17,-1
13,592225,IMU0,-7,994,-157,22,-70,0
14,592235,IMU0,12,1033,-93,14,-101,-2
15,592245,IMU0,-11,1008,-70,20,-116,-2
16,592255,IMU0,-9,992,-185,20,-76,-1
17,592265,IMU0,45,1011,-119,16,-24,0
18,592275,IMU0,15,996,-110,19,-14,0
19,592285,IMU0,11,1006,-116,18,0,-2
20,592295,IMU0,52,997,-122,17,14,-4
21,592305,IMU0,-32,1008,-148,17,31,-5
22,592315,IMU0,33,1012,-123,17,64,-6
23,592325,IMU0,38,1005,-120,17,45,-5
24,592335,IMU0,-55,1008,-136,16,41,-4
25,592345,IMU0,41,1010,-73,16,65,-6
26,592355,IMU0,-17,1005,-127,18,21,-5
27,592365,IMU0,32,1003,-113,17,-5,-4
28,592375,IMU0,1,1002,-120,18,-47,-4
29,592385,IMU0,-22,1005,-130,18,-47,-5
30,592395,IMU0,26,1009,-127,19,-22,-5
31,592405,IMU0,4,1007,-103,18,-14,-2
32,592415,IMU0,22,1008,-132,18,-6,-1
33,592425,IMU0,15,1008,-102,17,-2,-2
34,592435,IMU0,20,1003,-141,17,13,-5
35,592445,IMU0,28,1001,-115,17,16,-6
36,592455,IMU0,-26,1000,-113,16,15,-5
37,592465,IMU0,-5,1004,-154,17,62,-6
38,592475,IMU0,6,1008,-105,15,75,-6
39,592485,IMU0,-8,1006,-105,16,53,-7
40,592495,IMU0,32,1008,-121,18,13,-4
41,592505,IMU0,-12,1006,-101,18,-40,-3
42,592515,IMU0,17,1010,-115,19,-62,-3
43,592525,IMU0,11,1003,-130,19,-62,-4
44,592535,IMU0,17,995,-106,18,-44,-2
45,592545,IMU0,20,1005,-136,19,-18,-2
46,592555,IMU0,13,1006,-128,17,20,-4
47,592565,IMU0,25,1008,-125,17,51,-6
48,592575,IMU0,43,1011,-124,16,45,-7
49,592585,IMU0,-24,1008,-115,18,28,-7
50,592595,IMU0,3,1009,-113,17,37,-7
51,592605,IMU0,1,1000,-117,17,32,-7
52,592615,IMU0,-20,1006,-115,16,28,-5
53,592625,IMU0,44,1005,-131,17,16,-4
54,592635,IMU0,-3,1003,-100,17,-22,-2
55,592645,IMU0,-20,1007,-109,18,-41,-3
56,592655,IMU0,33,1008,-140,20,-29,-5
57,592665,IMU0,-18,1024,-116,13,-35,-3
58,592675,IMU0,18,991,-129,14,4,-3
59,592685,IMU0,27,1038,-108,14,21,-2
60,592695,IMU0,-23,1029,-137,19,24,-3
61,592705,IMU0,46,1270,-86,15,13,-4
62,592715,IMU0,10,1732,-159,22,-31,-5
63,592725,IMU0,-16,2358,-141,11,-52,-6
64,592735,IMU0,6,3660,-158,17,24,-3
65,592745,IMU0,-22,4098,-29,10,50,-2
66,592755,IMU0,3,4208,-166,16,-1,-6
67,592765,IMU0,-59,4190,-197,3,-42,-6
68,592775,IMU0,-47,4189,-165,13,11,-6
69,592785,IMU0,-13,4256,-195,21,116,0
70,592795,IMU0,-15,4499,-91,18,72,1
71,592805,IMU0,-116,4746,-214,13,-5,0
72,592815,IMU0,-30,5057,-115,16,81,-2
73,592825,IMU0,83,5387,-147,15,103,0
74,592835,IMU0,-78,5782,-56,8,-21,4
75,592845,IMU0,-15,6481,-198,19,-87,6
76,592855,IMU0,-121,6990,-197,22,-101,14
77,592865,IMU0,18,7064,-216,21,-27,5
78,592875,IMU0,-96,7477,-126,16,41,2
79,592885,IMU0,40,7792,-127,22,57,0
80,592895,IMU0,-123,7932,-215,20,-75,4
81,592905,IMU0,-96,7823,-277,30,-26,2
82,592915,IMU0,11,7601,-245,30,68,3
83,592925,IMU0,-55,7340,-127,18,29,7
84,592935,IMU0,-16,7219,-100,14,22,7
85,592945,IMU0,-129,7227,-149,19,70,5
86,592955,IMU0,-33,7383,-103,11,66,5
87,592965,IMU0,-16,7488,-244,13,17,6
88,592975,IMU0,99,7557,-240,11,-24,5
89,592985,IMU0,-117,7592,-187,9,-54,0
90,592995,IMU0,-60,7531,68,0,-22,-7
91,593005,IMU0,-439,7342,-203,42,-61,-10
92,593015,IMU0,54,7280,-598,-48,244,5
93,593025,IMU0,66,7196,-120,-9,178,22
94,593035,IMU0,-297,7583,-212,-74,78,52
95,593045,IMU0,59,7506,-125,-51,42,73
96,593055,IMU0,-259,7969,694,-68,-1,66
97,593065,IMU0,259,7629,-2286,-15,268,64
98,593075,IMU0,-498,7677,1278,-48,370,12
99,593085,IMU0,98,7773,-1790,45,81,-7
